Time,Flight Number,Source,Flight Name,Aircraft,Status
1:30 AM,AI191,New York (EWR),Air India,B77W (VT-ALL),Departed 4:06 AM
1:35 AM,AI31,Ahmedabad (AMD),Air India,B788 (VT-ANG),Departed 1:48 AM
1:35 AM,LH767,Munich (MUC),Lufthansa,A359 (D-AIXG),Departed 2:10 AM
1:40 AM,CX660,Hong Kong (HKG),Cathay Pacific,A333 (B-LBC),Departed 2:04 AM
1:50 AM,I5317,Kolkata (CCU),AirAsia,A320 (VT-RED),Departed 2:04 AM
1:50 AM,6.00E+19,Singapore (SIN),IndiGo,A320 (VT-IEU),Departed 1:52 AM
1:50 AM,6.00E+154,Delhi (DEL),IndiGo,A320 (VT-IHD),Departed 2:02 AM
2:00 AM,AI33,Goa (GOI),Air India,A20N (VT-CIM),Departed 2:55 AM
2:05 AM,AF217,Paris (CDG),Air France,B772 (F-GSPI),Departed 2:30 AM
2:15 AM,BA138,London (LHR),British Airways,B772 (G-YMMP),Departed 3:03 AM
2:15 AM,CX66,Hong Kong (HKG),Cathay Pacific,74N,Unknown
2:20 AM,SG6267,Delhi (DEL),SpiceJet,B738 (VT-SXE),Departed 2:42 AM
2:25 AM,KU302,Kuwait City (KWI),Kuwait Airways,B77W (9K-AOI),Departed 2:25 AM
2:25 AM,BZ154,Ahmedabad (AMD),Blue Dart Aviation,B752 (VT-BDM),Departed 2:48 AM
2:30 AM,IA442,Najaf (NJF),Iraqi Airways,737,Estimated dep. 2:30 AM
2:30 AM,KL878,Amsterdam (AMS),KLM (KLM 100 Years Livery),B78X (PH-BKA),Departed 3:12 AM
2:30 AM,KE656,Seoul (ICN),Korean Air,A332 (HL7538),Departed 2:58 AM
2:30 AM,6.00E+272,Hyderabad (HYD),IndiGo,A320 (VT-IHQ),Departed 2:54 AM
2:35 AM,SG748,Hyderabad (HYD),SpiceJet,B738 (VT-SGX),Departed 4:24 AM
2:40 AM,WE336,Bangkok (BKK),THAI Smile,A320 (HS-TXC),Departed 3:02 AM
2:55 AM,LH757,Frankfurt (FRA),Lufthansa,B744 (D-ABVU),Departed 3:27 AM
3:00 AM,VS355,London (LHR),Virgin Atlantic,B789 (G-VNEW),Departed 3:24 AM
3:00 AM,SG7064,Delhi (DEL),SpiceXpress,B737 (VT-SFD),Departed 5:13 AM
3:05 AM,UK924,Delhi (DEL),Vistara,A20N (VT-TNL),Departed 3:06 AM
3:05 AM,BZ102,Delhi (DEL),Blue Dart Aviation,B752 (VT-BDB),Departed 3:09 AM
3:05 AM,BZ654,Ahmedabad (AMD),Blue Dart Aviation,75F,Unknown
3:10 AM,UL142,Colombo (CMB),SriLankan Airlines,A20N (4R-ANB),Departed 3:08 AM
4:00 AM,QR557,Doha (DOH),Qatar Airways,B77W (A7-BEK),Departed 4:15 AM
4:00 AM,G8461,Port Blair (IXZ),GoAir,A320 (VT-GON),Departed 4:08 AM
4:05 AM,ET611,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-ATR),Departed 4:27 AM
4:05 AM,J9402,Kuwait City (KWI),Jazeera Airways,A320 (9K-CAM),Departed 4:18 AM
4:05 AM,SG81,Bangkok (BKK),SpiceJet,B738 (VT-SYV),Departed 4:21 AM
4:15 AM,EK501,Dubai (DXB),Emirates,A388 (A6-EUD),Departed 4:47 AM
4:25 AM,SG7045,Sharjah (SHJ),SpiceJet,-,Unknown
4:30 AM,QR8607,Doha (DOH),Qatar Cargo,A332 (A7-AFH),Departed 4:41 AM
4:40 AM,EY205,Abu Dhabi (AUH),Etihad,B77W (A6-ETH),Departed 5:39 AM
4:50 AM,SG7032,Bengaluru (BLR),SpiceXpress,B738 (VT-SFF),Departed 5:42 AM
4:55 AM,G8575,Goa (GOI),GoAir,A20N (VT-WJC),Departed 4:55 AM
4:55 AM,G9407,Sharjah (SHJ),Air Arabia,A320 (A6-ANS),Departed 4:59 AM
5:00 AM,AI601,Rajkot (RAJ),Air India,A319 (VT-SCR),Departed 5:02 AM
5:00 AM,6E6181,Kolkata (CCU),IndiGo,A20N (VT-IJA),Departed 5:10 AM
5:05 AM,FZ446,Dubai (DXB),flydubai,B738 (A6-FED),Departed 5:09 AM
5:05 AM,AI83,Goa (GOI),Air India,A20N (VT-CIE),Departed 5:11 AM
5:05 AM,6E1766,Kuwait City (KWI),IndiGo,A320 (VT-IER),Departed 5:22 AM
5:10 AM,BZ201,Bengaluru (BLR),Blue Dart Aviation,B752 (VT-BDA),Departed 5:45 AM
5:10 AM,G8347,Cochin (COK),GoAir,A20N (VT-WJP),Departed 5:15 AM
5:15 AM,6E6186,Vadodara (BDQ),IndiGo,A20N (VT-IVD),Departed 5:25 AM
5:20 AM,I5715,Delhi (DEL),AirAsia,A320 (VT-SIN),Departed 5:16 AM
5:20 AM,SG6276,Jaipur (JAI),SpiceJet,B738 (VT-SYC),Departed 5:19 AM
5:20 AM,6.00E+207,Jaipur (JAI),IndiGo,A320 (VT-IFE),Departed 5:23 AM
5:20 AM,SG7086,Bengaluru (BLR),SpiceXpress,B737 (VT-SFE),Unknown
5:25 AM,BZ481,Hyderabad (HYD),Blue Dart Aviation,B752 (VT-BDQ),Departed 5:49 AM
5:31 AM,AI54,Cochin (COK),Air India,A319 (VT-SCL),Departed 5:28 AM
5:31 AM,UK954,Delhi (DEL),Vistara,A20N (VT-TNP),Departed 5:43 AM
5:31 AM,HM261,Victoria (SEZ),Air Seychelles,A20N (S7-VEV),Departed 5:27 AM
5:31 AM,SG241,Kolkata (CCU),SpiceJet,B738 (VT-SGQ),Departed 5:37 AM
5:35 AM,6E6179,Ranchi (IXR),IndiGo,A320 (VT-IFG),Departed 5:38 AM
5:40 AM,AI570,Chennai (MAA),Air India,A20N (VT-EXK),Departed 2:08 PM
5:45 AM,AI633,Bhopal (BHO),Air India,A319 (VT-SCS),Departed 6:22 AM
5:45 AM,G8390,Jaipur (JAI),GoAir,A20N (VT-WGL),Departed 6:01 AM
5:45 AM,SG421,Hyderabad (HYD),SpiceJet,B737 (VT-SYP),Departed 5:57 AM
5:50 AM,TC401,Dar-es-Salaam (DAR),Air Tanzania,B788 (5H-TCJ),Departed 5:51 AM
5:50 AM,G8305,Chennai (MAA),GoAir,A320 (VT-GOM),Departed 5:59 AM
5:55 AM,LH8371,Hyderabad (HYD),Lufthansa Cargo,MD11 (D-ALCI),Departed 6:31 AM
5:55 AM,SG6480,Guwahati (GAU),SpiceJet,B738 (VT-SLL),Departed 6:03 AM
5:55 AM,SG6280,Jammu (IXJ),SpiceJet,B737 (VT-SLP),Departed 6:29 AM
6:00 AM,SG8160,Delhi (DEL),SpiceJet,B738 (VT-SLJ),Departed 6:38 AM
6:00 AM,G8317,Bengaluru (BLR),GoAir,A20N (VT-WGB),Departed 6:09 AM
6:00 AM,G8329,Delhi (DEL),GoAir,A20N (VT-WGZ),Departed 6:24 AM
6:00 AM,UK845,Bengaluru (BLR),Vistara,B738 (VT-TGE),Departed 6:07 AM
6:05 AM,G82601,Nagpur (NAG),GoAir,A20N (VT-WJQ),Departed 6:34 AM
6:05 AM,AI627,Nagpur (NAG),Air India,A321 (VT-PPA),Departed 6:18 AM
6:05 AM,BZ4481,Hyderabad (HYD),Blue Dart Aviation,75F,Unknown
6:05 AM,UK821,Chennai (MAA),Vistara,B738 (VT-TGB),Departed 6:37 AM
6:05 AM,6.00E+199,Bengaluru (BLR),IndiGo,A320 (VT-IFN),Departed 6:17 AM
6:05 AM,6E6613,Delhi (DEL),IndiGo,A320 (VT-IES),Departed 6:12 AM
6:10 AM,UK873,Hyderabad (HYD),Vistara,A20N (VT-TNH),Departed 6:29 AM
6:10 AM,AI675,Kolkata (CCU),Air India,A20N (VT-EXK),Departed 6:43 AM
6:10 AM,6.00E+229,Chennai (MAA),IndiGo,A320 (VT-IGU),Departed 6:15 AM
6:15 AM,6E461,Hyderabad (HYD),IndiGo,A320 (VT-IDX),Departed 6:27 AM
6:20 AM,6E1835,Abu Dhabi (AUH),IndiGo,A21N (VT-IUJ),Departed 6:50 AM
6:25 AM,SG6431,Hyderabad (HYD),SpiceJet,B737 (VT-SYO),Departed 6:41 AM
6:25 AM,6E567,Aurangabad (IXU),IndiGo,A320 (VT-IAQ),Departed 6:51 AM
6:30 AM,UK928,Delhi (DEL),Vistara,A20N (VT-TNB),Departed 6:54 AM
6:30 AM,GF57,Bahrain (BAH),Gulf Air,A321 (A9C-CD),Departed 6:46 AM
6:30 AM,6E6182,Indore (IDR),IndiGo,A20N (VT-IZD),Departed 6:49 AM
6:35 AM,SG6285,Dehradun (DED),SpiceJet,B738 (VT-SLH),Departed 6:57 AM
6:35 AM,KQ205,Nairobi (NBO),Kenya Airways,B738 (5Y-CYA),Departed 9:07 AM
6:45 AM,MK749,Port Louis (MRU),Air Mauritius,A332 (3B-NBM),Departed 7:18 AM
6:45 AM,AI581,Kozhikode (CCJ),Air India,A321 (VT-PPW),Departed 6:57 AM
6:45 AM,6E5047,Delhi (DEL),IndiGo,A320 (VT-IHN),Departed 7:02 AM
6:50 AM,TK721,Istanbul (IST),Turkish Airlines,B77W (TC-LKC),Departed 7:11 AM
6:50 AM,SG376,Patna (PAT),SpiceJet,B738 (VT-SYF),Departed 7:14 AM
6:50 AM,SL219,Bangkok (DMK),Thai Lion Air,B738 (HS-LUI),Departed 7:08 AM
6:55 AM,AI603,Bengaluru (BLR),Air India,A20N (VT-CIM),Departed 7:16 AM
6:55 AM,UK771,Kolkata (CCU),Vistara,B738 (VT-TGD),Departed 7:01 AM
7:00 AM,AI131,London (LHR),Air India,B77W (VT-ALP),Departed 1:16 PM
7:00 AM,AI864,Delhi (DEL),Air India,A20N (VT-EXH),Departed 7:26 AM
7:00 AM,UK851,Bengaluru (BLR),Vistara,B738 (VT-TGH),Departed 7:24 AM
7:10 AM,6E958,Guwahati (GAU),IndiGo,A320 (VT-IKI),Departed 7:32 AM
7:15 AM,KU304,Kuwait City (KWI),Kuwait Airways,A320 (9K-AKF),Departed 7:21 AM
7:15 AM,9I625,Bhuj (BHJ),Alliance Air,AT76 (VT-RKL),Departed 7:41 AM
7:20 AM,SG8152,Delhi (DEL),SpiceJet,B738 (VT-SYM),Departed 7:30 AM
7:25 AM,SG611,Chennai (MAA),SpiceJet,B737 (VT-SLA),Departed 7:40 AM
7:25 AM,6.00E+213,Ahmedabad (AMD),IndiGo,A20N (VT-IZI),Departed 7:35 AM
7:25 AM,6E5301,Bhopal (BHO),IndiGo,A320 (VT-IFC),Departed 7:38 AM
7:35 AM,G8365,Ahmedabad (AMD),GoAir,A20N (VT-WJK),Departed 7:46 AM
7:35 AM,6E715,Bengaluru (BLR),IndiGo,A20N (VT-IVG),Departed 7:45 AM
7:45 AM,IX22,Vijayawada (VGA),Air India Express (Samai/Diya Livery),B738 (VT-GHD),Departed 7:51 AM
7:45 AM,SG704,Varanasi (VNS),Corendon Airlines,B738 (TC-TJR),Departed 7:54 AM
7:45 AM,6E964,Delhi (DEL),IndiGo,A320 (VT-IAY),Departed 7:50 AM
7:45 AM,6E6749,Kolkata (CCU),IndiGo,A20N (VT-IVB),Departed 7:47 AM
7:50 AM,AI649,Amritsar (ATQ),Air India,A320 (VT-EXD),Departed 8:17 AM
7:50 AM,SG6373,Siliguri (IXB),SpiceJet,B738 (VT-SYG),Departed 7:50 AM
7:55 AM,AI625,Lucknow (LKO),Air India,A319 (VT-SCV),Departed 8:24 AM
8:00 AM,G8327,Delhi (DEL),GoAir,A20N (VT-WGF),Departed 8:09 AM
8:05 AM,AI806,Delhi (DEL),Air India,A321 (VT-PPD),Departed 8:21 AM
8:10 AM,AI986,Ahmedabad (AMD),Air India,A20N (VT-CIO),Departed 8:51 AM
8:15 AM,AI348,Delhi (DEL),Air India,B788 (VT-ANE),Departed 9:04 AM
8:15 AM,6E5323,Bengaluru (BLR),IndiGo,A20N (VT-IVR),Departed 8:28 AM
8:20 AM,I5302,Bengaluru (BLR),AirAsia,A320 (VT-MOD),Departed 8:26 AM
8:20 AM,SG497,Bengaluru (BLR),SpiceJet,B738 (VT-SGH),Departed 8:43 AM
8:25 AM,EY213,Abu Dhabi (AUH),Etihad,A320 (A6-EIU),Departed 8:48 AM
8:25 AM,AI909,Dubai (DXB),Air India,B788 (VT-ANG),Departed 9:09 AM
8:25 AM,6E5336,Delhi (DEL),IndiGo,A20N (VT-IJP),Departed 8:53 AM
8:30 AM,6.00E+63,Dubai (DXB),IndiGo,A320 (VT-IFI),Departed 8:40 AM
8:30 AM,6E5325,Nagpur (NAG),IndiGo,A20N (VT-IVA),Departed 8:59 AM
8:35 AM,I5882,Delhi (DEL),AirAsia,A320 (VT-BOM),Departed 9:00 AM
8:35 AM,G8381,Chandigarh (IXC),GoAir,A20N (VT-WJC),Departed 8:36 AM
8:35 AM,6.00E+205,Siliguri (IXB),IndiGo,A20N (VT-IVJ),Departed 8:33 AM
8:40 AM,AI688,Dehradun (DED),Air India,A319 (VT-SCR),Departed 9:02 AM
8:40 AM,SG6421,Kolkata (CCU),SpiceJet,B738 (VT-SYW),Departed 8:57 AM
8:40 AM,I5315,Delhi (DEL),AirAsia,A320 (VT-JPR),Departed 9:06 AM
8:45 AM,UK970,Delhi (DEL),Vistara,A320 (VT-TTJ),Departed 9:18 AM
8:50 AM,6E5373,Patna (PAT),IndiGo,A20N (VT-IVD),Departed 9:18 AM
8:55 AM,SG6356,Mangalore (IXE),SpiceJet,B738 (VT-SGJ),Departed 9:13 AM
8:55 AM,SG63,Dhaka (DAC),SpiceJet,B738 (VT-SLI),Departed 9:21 AM
8:55 AM,6E382,Hyderabad (HYD),IndiGo,A20N (VT-IZT),Departed 9:17 AM
9:00 AM,AI671,Chennai (MAA),Air India,A20N (VT-EXU),Departed 9:27 AM
9:00 AM,AI866,Delhi (DEL),Air India,A20N (VT-CIE),Departed 9:33 AM
9:05 AM,UK863,Bengaluru (BLR),Vistara,B738 (VT-TGI),Departed 9:20 AM
9:15 AM,AI635,Indore (IDR),Air India,A20N (VT-CIQ),Departed 10:16 AM
9:15 AM,AI639,Bengaluru (BLR),Air India,A20N (VT-EXR),Departed 9:53 AM
9:15 AM,SG479,Jaisalmer (JSA),SpiceJet,B737 (VT-SYU),Departed 9:31 AM
9:15 AM,SG8133,Jodhpur (JDH),SpiceJet,B738 (VT-SLM),Departed 9:38 AM
9:20 AM,SG6361,Coimbatore (CJB),SpiceJet,B738 (VT-SLF),Departed 9:41 AM
9:20 AM,6E495,Chandigarh (IXC),IndiGo,A20N (VT-IJC),Departed 9:46 AM
9:25 AM,SG2873,Porbandar (PBD),SpiceJet,DH8D (VT-SUP),Departed 9:55 AM
9:25 AM,6E374,Kolkata (CCU),IndiGo,A20N (VT-IZU),Departed 9:24 AM
9:25 AM,6E801,Raipur (RPR),IndiGo,A21N (VT-IUD),Departed 10:01 AM
9:30 AM,SG5,Dubai (DXB),SpiceJet,B738 (VT-SGY),Departed 9:39 AM
9:30 AM,6E6126,Delhi (DEL),IndiGo,A20N (VT-IVY),Departed 10:23 AM
9:35 AM,6.00E+236,Bengaluru (BLR),IndiGo,A20N (VT-IVH),Departed 9:48 AM
9:40 AM,6E6834,Chennai (MAA),IndiGo,A320 (VT-IDP),Departed 9:51 AM
9:45 AM,UK825,Chennai (MAA),Vistara,B738 (VT-TGA),Departed 10:30 AM
9:50 AM,AI645,Jodhpur (JDH),Air India,A20N (VT-CIN),Departed 10:33 AM
9:50 AM,G8319,Delhi (DEL),GoAir,A20N (VT-WJA),Departed 10:09 AM
9:55 AM,SV749,Riyadh (RUH),Saudia,A333 (HZ-AQG),Departed 10:13 AM
9:55 AM,6E568,Mangalore (IXE),IndiGo,A320 (VT-IAQ),Departed 10:06 AM
10:00 AM,AI651,Raipur (RPR),Air India,A321 (VT-PPB),Departed 10:45 AM
10:00 AM,AI809,Delhi (DEL),Air India,A20N (VT-CIH),Departed 10:39 AM
10:10 AM,SG6702,Delhi (DEL),SpiceJet,B738 (VT-SXD),Departed 10:36 AM
10:20 AM,6E533,Bhubaneswar (BBI),IndiGo,A320 (VT-IDY),Departed 11:01 AM
10:25 AM,EK505,Dubai (DXB),Emirates,B77W (A6-ENJ),Departed 10:41 AM
10:25 AM,AI695,Varanasi (VNS),Air India,A321 (VT-PPA),Departed 11:49 AM
10:25 AM,SG6258,Patna (PAT),SpiceJet,B738 (VT-SZB),Departed 11:13 AM
10:25 AM,UK994,Delhi (DEL),Vistara,A320 (VT-TTM),Departed 10:56 AM
10:30 AM,6E496,Indore (IDR),IndiGo,A20N (VT-IJB),Departed 11:05 AM
10:30 AM,G8287,Jammu (IXJ),GoAir,A20N (VT-WGG),Departed 11:19 AM
10:30 AM,WY202,Muscat (MCT),Oman Air,B788 (A4O-SB),Departed 11:07 AM
10:30 AM,SG6429,Kanpur (KNU),SpiceJet,B738 (VT-SYC),Departed 10:58 AM
10:30 AM,6E453,Amritsar (ATQ),IndiGo,A320 (VT-IKA),Departed 11:03 AM
10:40 AM,6E1783,Male (MLE),IndiGo,A320 (VT-IFV),Departed 11:15 AM
10:45 AM,SQ7951,Singapore (SIN),Singapore Airlines Cargo,B744 (9V-SFK),Departed 12:01 PM
10:45 AM,6E559,Jammu (IXJ),IndiGo,A320 (VT-IAO),Departed 10:49 AM
10:50 AM,G82502,Ranchi (IXR),GoAir,A320 (VT-WAK),Departed 11:21 AM
10:50 AM,UK621,Varanasi (VNS),Vistara,A20N (VT-TNH),Departed 11:26 AM
10:55 AM,G8395,Lucknow (LKO),GoAir,A20N (VT-WGB),Departed 11:24 AM
11:00 AM,AI647,Jamnagar (JGA),Air India,A319 (VT-SCS),Departed 11:38 AM
11:00 AM,UK131,Colombo (CMB),Vistara,A20N (VT-TNV),Departed 11:32 AM
11:00 AM,6E5303,Jodhpur (JDH),IndiGo,A20N (VT-IZD),Departed 11:34 AM
11:05 AM,6.00E+298,Delhi (DEL),IndiGo,A320 (VT-IEC),Departed 11:29 AM
11:10 AM,AI611,Jaipur (JAI),Air India,A321 (VT-PPT),Departed 11:54 AM
11:10 AM,6E5914,Allahabad (IXD),IndiGo,A20N (VT-IZI),Departed 11:35 AM
11:15 AM,6E1709,Doha (DOH),IndiGo,A21N (VT-IUF),Departed 11:44 AM
11:20 AM,G8585,Patna (PAT),GoAir,A320 (VT-GOL),Departed 12:14 PM
11:20 AM,6.00E+179,Goa (GOI),IndiGo,A20N (VT-ITR),Departed 11:57 AM
11:25 AM,SG6435,Rajkot (RAJ),SpiceJet,B737 (VT-SYO),Departed 11:52 AM
11:25 AM,UK841,Goa (GOI),Vistara,B738 (VT-TGE),Departed 12:11 PM
11:30 AM,G8141,Goa (GOI),GoAir,A20N (VT-WJP),Departed 12:06 PM
11:30 AM,SG488,Goa (GOI),SpiceJet,B738 (VT-SXA),Departed 12:30 PM
11:35 AM,6E5388,Nagpur (NAG),IndiGo,A320 (VT-IFG),Departed 12:19 PM
11:40 AM,ET641,Addis Ababa (ADD),Ethiopian Airlines,A359 (ET-ATQ),Departed 12:25 PM
11:40 AM,6E323,Kolkata (CCU),IndiGo,A320 (VT-IGU),Departed 11:47 AM
11:50 AM,SQ421,Singapore (SIN),Singapore Airlines,A359 (9V-SME),Departed 12:38 PM
11:55 AM,UK960,Delhi (DEL),Vistara,A20N (VT-TNF),Departed 12:47 PM
11:55 AM,6E734,Chandigarh (IXC),IndiGo,A20N (VT-IZO),Departed 1:13 PM
12:00 PM,G82504,Ahmedabad (AMD),GoAir,A20N (VT-WJK),Departed 12:08 PM
12:00 PM,6E375,Coimbatore (CJB),IndiGo,A20N (VT-IVW),Departed 12:16 PM
12:05 PM,AI669,Bhubaneswar (BBI),Air India,A20N (VT-CIM),Departed 12:52 PM
12:05 PM,AI679,Mangalore (IXE),Air India,A20N (VT-EXI),Departed 1:12 PM
12:05 PM,SG438,Gorakhpur (GOP),SpiceJet,B738 (VT-SPP),Departed 12:33 PM
12:05 PM,9I623,Diu (DIU),Alliance Air,AT76 (VT-RKL),Departed 12:49 PM
12:10 PM,6E578,Varanasi (VNS),IndiGo,A320 (VT-IKD),Departed 1:03 PM
12:15 PM,G8465,Delhi (DEL),GoAir,A320 (VT-GON),Departed 12:55 PM
12:15 PM,UK613,Udaipur (UDR),Vistara,B738 (VT-TGH),Departed 12:58 PM
12:15 PM,6E749,Udaipur (UDR),IndiGo,A20N (VT-IJI),Departed 12:35 PM
12:15 PM,6E821,Hyderabad (HYD),IndiGo,A20N (VT-ITC),Departed 1:24 PM
12:25 PM,SG6265,Guwahati (GAU),SpiceJet,737,Unknown
12:25 PM,SG6371,Amritsar (ATQ),SpiceJet,B738 (VT-SLH),Departed 1:31 PM
12:25 PM,6.00E+181,Ahmedabad (AMD),IndiGo,A320 (VT-IFF),Departed 1:06 PM
12:25 PM,6E787,Patna (PAT),IndiGo,A320 (VT-IDS),Departed 1:00 PM
12:25 PM,SG8456,Guwahati (GAU),SpiceJet,B738 (VT-SLE),Departed 1:15 PM
12:30 PM,AI921,Riyadh (RUH),Air India,A20N (VT-CIO),Departed 1:34 PM
12:35 PM,CX61,Frankfurt (FRA),Cathay Pacific Cargo,B748 (B-LJF),Departed 12:44 PM
12:40 PM,G825,Bangkok (BKK),GoAir,A20N (VT-WGA),Departed 1:09 PM
12:40 PM,6E5329,Bengaluru (BLR),IndiGo,A320 (VT-IFR),Departed 1:45 PM
12:45 PM,UK927,Goa (GOI),Vistara,A20N (VT-TNB),Departed 1:33 PM
12:45 PM,2T717,Kolhapur (KLH),Trujet,ATR,Unknown
12:45 PM,6E1831,Jeddah (JED),IndiGo,A20N (VT-IJA),Departed 1:42 PM
12:50 PM,SG246,Varanasi (VNS),SpiceJet,B738 (VT-SGQ),Departed 2:02 PM
12:55 PM,6.00E+168,Delhi (DEL),IndiGo,A320 (VT-IDX),Departed 1:28 PM
1:00 PM,MH175,Kuala Lumpur (KUL),Malaysia Airlines (Oneworld Livery),B738 (9M-MXC),Departed 1:42 PM
1:00 PM,6E6219,Goa (GOI),IndiGo,A20N (VT-IVE),Departed 1:48 PM
1:05 PM,AI677,Delhi (DEL),Air India,A20N (VT-EXH),Departed 3:19 PM
1:05 PM,SG2875,Kandla (IXY),SpiceJet,DH8D (VT-SUP),Departed 1:05 PM
1:10 PM,IX247,Dubai (DXB),Air India Express (Samai/Diya Livery),B738 (VT-GHD),Departed 1:55 PM
1:10 PM,6E5344,Chennai (MAA),IndiGo,A320 (VT-IHN),Departed 1:49 PM
1:15 PM,BA198,London (LHR),British Airways,B77W (G-STBC),Departed 2:23 PM
1:15 PM,6E5317,Lucknow (LKO),IndiGo,A320 (VT-IDN),Departed 1:55 PM
1:20 PM,2T518,Nanded (NDC),Trujet,ATR,Unknown
1:20 PM,6E6223,Dehradun (DED),IndiGo,A20N (VT-IVK),Departed 2:05 PM
1:25 PM,SG6378,Madurai (IXM),SpiceJet,B737 (VT-SLP),Departed 1:59 PM
1:30 PM,EK9889,Dubai (DWC),Emirates,77X,Unknown
1:30 PM,SG6477,Delhi (DEL),BH Air,A320 (LZ-BHM),Departed 2:30 PM
1:30 PM,WB500,Guangzhou (CAN),RwandAir,738,Estimated dep. 2:00 PM
1:35 PM,I5374,Indore (IDR),AirAsia,A320 (VT-MOD),Departed 2:25 PM
1:35 PM,OG112,Belgaum (IXG),Star Air,E145 (VT-GSE),Departed 2:11 PM
1:40 PM,6.00E+176,Delhi (DEL),IndiGo,A320 (VT-IHT),Departed 2:26 PM
1:50 PM,SG467,Hyderabad (HYD),SpiceJet,B738 (VT-SGJ),Departed 2:16 PM
1:50 PM,6E711,Goa (GOI),IndiGo,A320 (VT-IAX),Departed 2:20 PM
2:00 PM,MS518,Cairo (CAI),EgyptAir,ABF,Unknown
2:05 PM,UK775,Kolkata (CCU),Vistara,B738 (VT-TGI),Departed 3:50 PM
2:10 PM,AI617,Hyderabad (HYD),Air India,A319 (VT-SCV),Departed 2:32 PM
2:10 PM,SG2548,Jabalpur (JLR),SpiceJet,DH8D (VT-SQJ),Departed 5:13 PM
2:20 PM,AI643,Udaipur (UDR),Air India,A319 (VT-SCL),Departed 2:41 PM
2:20 PM,6E957,Thiruvananthapuram (TRV),IndiGo,A20N (VT-ITB),Departed 2:39 PM
2:25 PM,6E324,Raipur (RPR),IndiGo,A21N (VT-IUD),Departed 3:23 PM
2:25 PM,6E342,Lucknow (LKO),IndiGo,A20N (VT-ITL),Departed 2:55 PM
2:30 PM,UK655,Jodhpur (JDH),Vistara,B738 (VT-TGD),Departed 2:48 PM
2:35 PM,G8382,Bengaluru (BLR),GoAir,A20N (VT-WGL),Departed 3:14 PM
2:40 PM,AI340,Bangkok (BKK),Air India,A20N (VT-CIN),Departed 3:39 PM
2:40 PM,G85,Abu Dhabi (AUH),GoAir,A20N (VT-WJE),Departed 3:07 PM
2:40 PM,UK944,Delhi (DEL),Vistara,A320 (VT-TTJ),Departed 3:29 PM
2:40 PM,6E933,Delhi (DEL),IndiGo,A320 (VT-IFH),Departed 3:05 PM
2:45 PM,SG6354,Andal (RDP),SpiceJet,B737 (VT-SYU),Departed 3:11 PM
2:45 PM,SG6365,Kolkata (CCU),SpiceJet,B738 (VT-SLF),Departed 3:13 PM
2:45 PM,6E768,Chennai (MAA),IndiGo,A320 (VT-IAQ),Departed 3:27 PM
2:50 PM,SG2872,Belgaum (IXG),SpiceJet,DH8D (VT-SQD),Departed 3:55 PM
2:50 PM,6.00E+83,Dubai (DXB),IndiGo,A320 (VT-IFC),Departed 3:18 PM
3:00 PM,I5481,Delhi (DEL),AirAsia,A320 (VT-SIN),Departed 3:35 PM
3:05 PM,AI508,Hubli (HBX),Air India,A319 (VT-SCF),Departed 4:28 PM
